test_example_id,story,predicted_gender
134,החוויה שלי היא שבשנה האחרונה למרות התהפוכות שהקורונה הביאה איתה והמון חרדה וחוסר ביטחון עשיתי צעד משמעותי ועברתי לגור לראשונה מחוץ לבית ההורים אני וחבר שלי כבר הסתכלנו דירות לפני אבל תמיד יצאנו מאוכזבים והדירות נראו הרבה פחות טוב מאשר בתמונות שהאזור היה בעייתי אבל דווקא כשלא ציפינו ולא חיפשנו בצורה ממש אינטנסיבית קפצה בפייסבוק מודעה לדירה שנראתה ממש טוב החלטתי שאין להפסיד ואקבע לבוא לראות אותה מקסימום אבזבז שעה מהיום שלי לחינם נפגשנו בעלת הדירה שהייתה מאוד נעימה ונחמדה ועשינו סיבוב במקום ישר נלחצנו הבנו כמה אנחנו אוהבים המקום ושקיבלנו ההזדמנות שחיפשנו מלא זמן לאחר כמה ימים חזרנו שוב לראות הדירה הפעם ההורים כדי לשמוע דעתם וגם מאוד התלהבו מהמקום אבל חששו מההוצאה הכלכלית שבאה יחד השכרת דירה ויציאה מהבית ההורים לקחנו לנו עוד כמה ימים לחשוב והחלטנו שזו אכן ההזמנות שלנו ואנחנו ניקח הצעד ונעבור לגור ביחד התהליך היה מאוד מלחיץ כשבאנו לראות הדירה לראשונה חשבנו שזה יהיה משהו שימצא בעיניינו ונצטרך לקבל החלטה משמעותית וכל מהר אבל הבנו שזה יהיה הדבר הנכון לעשות ואם נוותר עכשיו בגלל פחדים נצטער מאוד התרגשנו להתחיל המסע שבו אנחנו גרים ביחד במקום משלנו הדירה שנכנסנו אליה הייתה ריקה לגמרי ולא ממש היה לנו רכוש משלנו היו המון סידורים לעשות למזלנו המעבר היה בין הסגרים החנויות החיוניות היו פתוחות והיה לנו האפשרות לקנות שחסר מתוך רצון לחסוך הוצאות מיותרות וראיה אקולוגית החלטנו שאת רוב הריהוט ננסה להשיג ביד מאנשים שמוסרים דברים שהם צריכים והופתענו כמה היה החלק הזה כדי להעביר הרהיטים עשינו המון נסיעות ברכב הפרטי זכינו בזמן בילוי זוגי לקח לנו קצת זמן להתאפס ולהתרגל לחיים מחוץ לבית ההורים אבל מאז ממש כיף לנו והדבר השפיע בצורה מאוד חיובית מערכת היחסים שלנו ונתן לנו הזדמנות להתמודד אחד השני בסיטואציות שלא יצא לנו להתמודד איתן לפני,f
135,נסעתי לברלין כמה חברות לפני כמה חודשים התרגשתי מאוד להגיע לברלין שהיא עיר מוקפת אומנות ומוזיקה שהגענו לשם ההינו צריכים לרכוש כרטיסי נסיעה בתחבורה רצינית רצינו לנסוע למרכז קניות מחוץ לעיר מנת לעשות קניות וכרטיסים הוזילו לנו הנסיעה בצורה משמעותית למרות שאין בדיקה לגבי כרטיסי נסיעה ברכבות ואוטובוסים מאוד חשוב לרכוש הכרטיסים הללו מדי פעם מגיעים כרטיסנים ומביאים קנסות מאוד גובהים בערב היום הראשון יצאנו לבר קוקטלים ראינו אנשים מהמון מקומות בעולם ראינו חבורה אנשים מלונדון שצעקו בקולי קולות וראינו חבורה אנשים מצרפת שתווכחו המלצר הגרמנים המקומיים היו מאוד שקטים ונינוחים יום למחרת לקחנו טיול מאורגן באוטובוס סיור בצד המזרחי ברלין ראינו סרידי החומה ברלין ותחרות קאייקים לצד הנהר שצמוד לחומה עצרנו בבית קפה נהדר לקפה ומאפה שמשקיף ממש הנהר והתחרות המתרחשת ושמענו ההיסטוריה המסבירה שבירת החומה עשינו סיור המסביר התקופת מלחמת העולם השנייה שבוא שמענו סיפורים מגוונים היהודים שנספו בשואה ומשפחתיהם החליטו להנציח אותם באבני זהב פרטיהם שתמנו במדרכות העיר בצורה כזאת כאשר הקהל המתהלך ברחוב נתקע באבנים האילו הוא מתסכל למטה ורואה שמותיהם הנסיפים בנוסף ראינו הכיכר שבה היו שלטים עליהם נכתבו הכללים האוסרים היהודים וכיצד אומנים מכל העולם הגיעו והחליטו להפוך שלטים אילו ליצירות אומנות שעוסקות באהבה ואחדות בערב אותו היום היינו בפאב מאוד מומלץ באיזור ההצפוני ברלין סהכ הכל נסיעה במטרו והגענו לבר גאז להקה חייה המוכר בירות סוגים לאחר מכן הלכנו לאכול במסעדת שמטרה שלה הוא לטעום הדברים בחושך מנת שטעם האוכל יהיה מורגש יותר ביום השלישי הלכנו לגן החיות שבוא ראינו סוגים קופים אכלנו המאכל המקומי שלהם פאנקייקים עגולים ריבה ומייפל בגן החיות הוא סוגים מדוזות בהמון צבעים בערב לקחנו נהג שיקח אותנו לשדה התעופה ממליצה נהג אמין מנת שלא נעשה הנסיעה ארוכה בלילה,f
136,אתמול היה משחק העונה בין מכבי חיפה למכבי אביב מכבי חיפה הגיע מהמקום השני בטבלה ומכבי אביב הגיעו מהמקום הראשון בטבלה ההפרש בין שתי הקבוצות היה אחת זאת אומרת שהקבוצה שמנצחת במשחק עולה למקום הראשון במידה ומכבי חיפה תפסיד מכבי תלאביב תצבור הפרש ארבעה נקודות ממכבי חיפה דבר שעלול לגמור העונה מבחינת מכבי חיפה לעומת זאת מכבי חיפה ינצחו הפרי יעמוד שתי נקודות בלבד משחקים לסיום העונה דבר שיגרום לאליפות להיות פתוחה ושום דבר יסגר המשחק התחיל לכולם היה ברור שמכבי חיפה תעלה מוטיבציה גבוהה מאוד ואכן היה לאחר חצי שעה מכבי חיפה עלו ליתרון לאחר נגיחה הבלם והכל היה בטירוף לאחר עוד חצי שעה משחק מכבי אביב ישנו התוצאה בהמשך המשחק מכבי חיפה להגיע לעוד המון מצבים לכיבוש שער אבל אחד מהמצבים הסתיים בשער ולכן המשחק נגמר בתוצאה טאקו אני הייתי מאוד מאוכזב מהתוצאה מכיוון שאני אוהד מכבי חיפה ואני רוצה שהם יזכו באליפות השנה המשחק ראיתי בבית שלי יחד שלי אחי אוהד מכבי חיפה והיינו במתח לקראת המשחק לאורך השבוע ציפינו לקראתו המשחק ראינו לאחר שהזמנו פיצה וכל המשחק היה מאוד טעים הפיצה קנינו לאחר שהזמנו במשלוח שעלה שקלים ונתנו לשליח טיפ עשרה שקלים בסיום המשחק בשעה בלילה אתחיל שידור סיכום המשחק בערוץ ספורט בסיום המשחק הייתי צריך לחזור הביתה ושמעתי לאורך הדרך תשדיר סיום המשחק שבוע הרבה שחקני עבר לחוות דעה המשחק שהיה ביניהם יניב קטן שהיה שחקן גדול במכבי חיפה ואותו אני מאוד מעריץ יניב היה שחקן גדול והמשפיע בחדר ההלבשה השחקנים בתפקיד הקשר ההתקפי וזכה במהלך הקריירה עדיפויות לסיכום אני המשחק אני מאוד אוהב לשמוע יניב מדבר הוא יודע יותר טוב מכולם ולכן תמיד כשאני חוזר הביתה אני שומע אותו,m
137,במהלך ימי המילואים שלי בבסיס שירתתי בחיל האוויר יצאנו למשימה שגרתית שירתתי בחיל האוויר בתפקיד מסווג בתור לוחם ובנוסף לכך הוכשרתי להיות נהג צבאי בנוסף אציין זוגתי אשר אותה הכרתי בשירות הצבאי שלי הייתה באותם ימים בבסיס מאותה סיבה ימי מילואים חזרתי לבסיס לעשות ימי מילואים ובאחד הימים יצאנו למשימה כאשר אני הנהג יצאנו למשימה רחוקה מדי מהבסיס שירתתי כשאני נוהג ברכב ויגו צבאי אנשים נוספים נמצאים ברכב ואנחנו הציוד הדרוש למשימה הנוכחית אני נוסע בכביש מהיר מהירות נמוכה יחסית קמש בעוד המהירות המוגבלת בכביש קמש הגעתי לצומת מרומזרת אני מנמיך מהירות הרכב שבכיוון הנגדי חשב שכנראה הוא יספיק לעשות הפנייה לפני שאני אגיע לצומת והוא מבצע הפנייה החישוב שלו היה מוטעה וכנראה שלא שקל נכון ההחלטה הזו בצורה נכונה אני מגיע כאשר הוא נמצא מולי אני במחשבה ראשונית שאנחנו עומדים לעבור תאונה צועק תאונה בתקווה שזה יעורר האנשים הנוספים להיות מוכנים לפגיעה ואולי להתמגן כמה שניתן נכנסתי ומי שמכיר יודע שרכב ויגו היא רכב מפלצתית הפכתי אותו פעמים שנעצר צידו השמאלי הרכב שניות לאחר התאונה אני בהלם מוחלט רועד כולי יודע לעשות עזבתי הברקס הרכב הדרדר מעט ובאותו רגע נכנסתי לפוקוס מחדש לחצתי הברקס העברתי לפארקינג הרמתי אמברקס ויצאתי לבדוק שלום הנוסעים לאחר שראיתי שהנוסעים שאיתי נפגעו קשה מדי מהפגיעה התפניתי לראות קורה הנהג והתפללתי שהוא נהרג למה אחרת אנחנו נהיה באירוע אחר לגמרי אחרי כמה שניות הוא מצליח לטפס מעל החלון ולצאת מהרכב ואנו מבינים מלבד כמה שריטות בידו השמאלית נגרם נזק גדול מדי גדול כמובן שבתוך האירוע הזה אנו מוקפים שאנשים שמנסים לעזור ומתקשרים לאירועי הביטחון וההצלה לאחר כשעה אני מצליח לעכל האירוע בני משפחתו הנהג מגיעים ואני מתפרק בבכי בצד הכביש עיכלתי האירוע ופתאום הבנתי שלמרות שאין אשמה בתאונה הייתי רחוק מלהרוס משפחה שלמה ואני צריך להודות הנס שאירע הגיעו משטרה לגבות עדות מדא כדי לפנות הפצועים ובסופו דבר האירוע הסתיים בנזק גדול מדי לעומת התרחיש הגרוע שיכל לקרות,m
138,סיפורים תמיד נחמד לשמוע ולהפיק מהם המירב בשביל עצמך כמובן בסופו דבר בכל סיפור מעט אמת ומעט שקר טבע האדם לדחוף למצויינות ואם אפשר להוסיף איזה מעשה גבורה למה חחח בכל מקרה לפני חודשיים יצא לטייל בצפון באיזור רמת הגולן טיול מאוד יפה טיול נופים אוויר אווירה והרבה שקט נפשי בסופו דבר רוצה שקט לפעמים לאחר אכילת ארוחת הבוקר שאגב שקשוקה גזל בשטח מפחיד יצאנו לטייל בשבילים שונים ליד נחלים בטיול ראינו הרבה פרפרים דגים צפרדיים רושנים ועוד חיות שונות אלו פרות עזים ועוד ובזמן שאנחנו נהנים מהאוויר והנוף שמענו כמו צעקות אבל אדם אלה בעל חיים לאחר שניה שתיים הבנתי שמדובר בכלב שצועק יותר נכון צורח התחלנו לרוץ לכיוון ממנו מגיעות הצעקות ומה שראינו היה כלבה קשור לעמוד נשמע רגיל נכון מהרגליים מהגוף ומהצוואר חבל נורא ממש ישר הוצאתי הסכין והתחלתי לחתוך החבל בהתחלה הכלבה הייתה מאוד מבוהלת ולא נתנה ממש להתקרב אבל אחרי כמה דקות היא כנראה הבינה שבאנו לעזור והיא נתנה המקום לחתוך החבלים היא הייתה נראת רעבה ופצוע מהחבל ישר הרמנו אותה ולקחנו אותה האוטו ומשם לווטרינר ההכי קרוב שמצאנו חשוב לציין שמדובר ביום שבת שאין הרבה ווטרינרים שעובדים בכלל לאחר שיחות ללא מענה מישהו ענה לנו בחור בשם ירון נחמד מאוד אמר תבואו כשהגענו הוא ישר טיפל כמו שצריך כמובן אוכל מים נוזלים תחבושות תרופות ועוד כבר ציינתי שבחור נחמד חחחח בכל מקרה הפעם היה סוף טוב למזלה ולשמחתי קחתי אותה אלי היא באיזור גיל לפי שהווטרינר אמר קראתי ליידי היא יפה כמו ליידי וחמודה כמו אישה כלבה מדהימה שאוהבת לשחק אוהבת להתשעשעאוהבת אוכל והכי חשוב אוהבת לאהוב אהבת חינם כזו בחיים קיבלתם בהבטחה הפעם הסיפור נגמר טוב אבל בבקשה להשים ולא להמשיך כאילו הכל בסדר לתת לאחר מדהים וממלא אותך מבפנים פחות מכמה שזה עוזר לאחר היום הוא מחר אתה,f
139,כשהשתחררתי מהצבא בגיל ישר התחלתי לעבוד הצבא נתן תפקיד טוב בתור מיישם מערכות מידע הרגשתי בזבוז לעסוק בזה כסף טוב ועבודה נוחה בזמן שכל החברים שלי היו עסוקים בלעבוד בעבודות מזדמנות כבר הייתה עבודה אמיתית כשכולם החליטו שהם נוסעים לטיול בדרום אמריקה הרגשתי בזבוז תהיתי לעצמי ולטיול המטרה הייתה להרוויח כסף אחרי שבוע שהם נסעו החלטתי שאני מצטרף אליהם דיברתי סוכן נסיעות וסגרתי טיסה סיפרתי להם שאני מגיע והצטרפתי לחבר שגם תכנן להצטרף באיחור הטיסה ארכה שעות הטיסה הייתה נוראית האוכל היה טעים היה מקום לרגליים ועם כמה שניסיתי להירדם במהלך הטיסה הצלחתי לעצום עין היא הייתה ארוכה שהיה נדמה שהיא עומדת להיגמר כשסוף סוף הגענו ונחתנו בארגנטינה נסענו להוסטל שבו היינו אמורים להעביר הלילה בדיוק באותו הלילה המזגן התקלקל והיה בצורה נורמלית הצלחתי לישון בלילה ורק חיכיתי שיגיע הבוקר כדי להיפגש שאר החברים ולהבין כולם מדברים כשמדברים החוויות מדרום אמריקה הרגשתי שזאת מדינת עולם שלישי ורק תהיתי לעצמי אני עושה ביום למחרת החברים הגיעו לאותו ההוסטל שבו שהינו ושם הפתעתי אותם ידעו שאני מצטרף כשראיתי כולם ביחד וישנו ביחד וטיילנו למפלי האיגוואסו הבנתי אין שום דבר שמשתווה לחוויות בדרום אמריקה משהו מיוחד בזה שכל החברים ביחד ישנים אוכלים ובמשך הרבה זמן אתה רחוק מהבית רחוק מאזור הנוחות שלך ורק אתה מתקרב לעצמך אחרי ארגנטינה המשכנו לברזיל היינו במשך חודש חודש מדהים שבו היינו כולנו ביחד הרבה צחוקים וחוויות הייתה אווירה מדהימה והרגשת חופש מדהימה אחרי ברזיל אחד נסע למדינה אחרת אני החלטתי לנסוע למקסיקו לחברה שהייתה בזמנו ועד היום כשהגעתי לשדה תעופה בברזיל גיליתי שחבר שלי הזמין כרטיסי טיסה למקסיקו לחודש אחרי אחרי הרבה וויכוחים בפנטומימה הצלחתי להזיז הטיסה ליום אחרי הלילה בילתי בשכונת פשע בברזיל ולמחרת בבוקר נסעתי לשדה ישר אחרי שעות מטורפות שמלאות בקונקשיינים דחיית הטיסה וחיפוש השערים בשדה תעופה הגעתי למקסיקו מעולם ראיתי יופי כזה המים הכחולים והחול הבהיר עשו תחושה חופש אמיתי משנה כמה סבלתי מהדרך המקום פשוט היה שווה,m
140,"פעם אחת חברה מאוד טובה מהשנת שירות יצרה איתי קשר בלילה הלבן אביב והזמינה אותי להיפגש לצאת איתה ועם עוד כמה חברים שלא היה ידוע ""שהכמה חברים"" אנשים שהיא הכירה כמה לילות לפני הפגישה בפסטיבל מידברן ולא היה מושג בזמנו היה רכב הייתי צריך להגיע לתל אביב לדירה הידידה שלה אוטובוס בתל אביב לקח זמן היה קצת מייגע אבל בסוף הגעתי והספקתי ולא פיספסתי הלילה הלבן אביב הגעתי לדירה שלה וזה היה ידידה שלה ואח שלה וידידה שלי ישבנו בקבוק שתינו קיבלנו ראש ומפה לשם התחלנו הערב שתיתי קצת יותר מידי ממה שבדרך כלל ויצא שהייתי ממש שיכור הגענו לשדרות רוטשילד ועברנו מבר לבר נהננו רקדנו היה כיף היה אווירה מפה לשם שמתי אבל איבדתי אותם ולא הצלחתי למצוא איפה ואני כולי שיכור ולא הצלחתי להתרכז פשוט ויתרתי ולא היה כוח לחפש אותם יותר יצא שעברתי לבד מבר לבר בבר אחד קפצתי שולחן ואנשים זרמו איתי והרימו איתי שאטים עכשיו הכל היה שמח וזה היה בלילה הלבן אביב ככה שהגיעו הרבה אנשים שהם מהעיר והיו אנשים מכל מיני גוונים והיה ממש כיף ואווירה אני מוצא עצמי מרים שאטים אנשים שאני בכלל מכיר ומרימים הבר אחרי אמרתי לעצמי זהו אני חייב למצוא חברים שלי למה איך אני יחזור הביתה יהיה קשה ככה המשכתי פשוט לחפש אותם בשדרות רוטשילד ובזמן שאני מחפש אני קולט שיש להקת רחוב כזה גיטרה רמקול הכל מוכן כבר שרים מפה לשם הצטרפתי אליהם והיה ממש כיף הרחוב רקד והייתי שיכור ממש ולא חשבתי בכלל אני עושה אני יודע לזוז קצת וטיפה לרקוד יצא שרקדתי ממש והצלחתי לאסוף כמה אנשים ועשינו מעגל ענק ריקודים באמצע רוטשילד היה נורא כיף וערב בלתי נשכח",m
141,במהלך השנה החולפת חוויתי כמה דברים טובים אבל שארצה להרחיב דווקא הוא חווית חיפוש העבודה שלי שנמשכה המון זמן כרגיל וכמצופה מסטודנט למדעי המחשב במהלך השנה החולפת אחרי חיפושי עבודה ארוכים והגשת קורות חיים לעשרות חברות החלטתי להתפשר אפשר לקרוא לזה ככה ולחפש עבודה שהיא טיפה רחוקה מהתחום אבל עדיין בתחום עצם שהקורונה הקלה אחד אפשר לומר בלשון המעטהתרם להחלטה לחפש עבודה שתכניס קצת כסף וגם קצת ניסיון אולי בתחום דומה לתחום הלמידה שלי ואז נקרתה לפני הזדמנות חברת ילדות שלמדה ועוסקת בתחום טיפה שונה משלי בתחום טכנולוגיות למידה חדשות ללימוד ילדים דרך האינטרנט והתזמון שלה במיוחד לאור הקורונה שהשביתה הילדים בבתיהם היה תזמון מושלם בתחילת שנה התחלתי בעבודה החדשה שלי בתור מדריך תכנות לילדים חשוב לציין שהילדים למדו שפת פייטון וסקראץ לכן היה חשוב בעצם לתת לילדים מירב הזמן והתשומת בזמן השיעור בעקבות מספר הילדים בשיעור לעולם עלה עשרה ילדים ותשומת הלב לפרטים ולהבנת הילדים הייתה גורם משמעותי בהוראתם ולימודם אחרי מספר שבועות שבו לימדתי הילדים גיליתי שהמשפט מכל מלמדיי השכלתי הוא נכון אפשר ללמוד המון מילדים שלפעמים משנים צורות החשיבה שלנו המבוגרים מסתכלים העולם בצורה מאוד יפה ודמיונית שזה דבר מאוד חשוב בתכנות במיוחד שאתה מתחיל ומכיר עולם חדש כמו אותו עולם שהילדים הכירו לכן הייתי מתפעל לפעמים מרמת היצירתיות שיש לילדים בגילאי שבתקופה שלי הדבר היחידי שחשבתי עליו היה כדורגל ולא לתכנת בפייטון משחק שורות קוד ומחשבה מתמטיקה שבגיל הזה מתאמצים ללמד בכלל ואותם ילדים כבר מבינים ומתחילים לחשוב בצורה תכנותית החוויה ללמד ילדים קטנים תכנות משהו שאני נתקלתי ונפגשתי איתו בגיל מאוחר יותר היה דבר מרגש מלמד ומפתח ברמה האישית וההבנתית שיש כרגע באיך לגשת וללמד ילדים אדם אחר שזקוק לסבלנות והקשבה בעקבות הגישה הזאת שכל אדם ילד וגם מבוגר שרוצים ללמוד אפשר לעזור להם צריך לדעת לפנות אליהם בסבלנות והקשבה ולגרום להם להבין ולהיכנס לעולמות שהם לעולם חוו חוויה גרמה לרצות לעזור לאנשים נוספים ובעקבות מלגה שקיבלתי בחרתי להתנדב וללמד אדם צרכים מיוחדים ללמד אותו אנגלית שגם הייתה חוויה מאוד מעניינת ומאתגרת בצורה שונה מלימוד ילדים,f
142,אני חובבת אוכל מושבעת אוכל בעייני דבר משמח מקרב בין אנשים ומסעדות הבילוי הכי טוב שיכול להיות נורא סבלתי בתקופת הקורונה המסעדות היו סגורות ולא יכולתי לצאת לבלות כמו שאני אוהבתיש מסעדה אחת שהיא אהובה עליי במיוחד ונורא התגעגעתי לאוכל שלהם משהו קסום במקום הזה בטעמים באווירה ובשירות הצוות הקורונה הביאה עימה תקופה ארוכה ומתסכלת הרבה טייקאווי כלומר איסוף אוכל ממסעדות משלוחים הביתה וכמו שכולם יודעים נחמד מאוד לאכול בבית אבל משהו חסר משהו באווירה המסעדה שחסר הרצון לשבת בחוץ לאכול ולקבל שירות מסעדות שהן הרבה מעבר לאוכל טוב המסעדות נפתחו ויכולתי סוף סוף לצאת להנות מהבילוי המועדף עליי במסעדה האהובה עליי אחרי שבועיים מורטי עצבים בהם הייתי צריכה לחכות לסיים החיסון השני ולקבל אישור התו הירוק כדי שאוכל לשבת במסעדה הזמנתי ולבן זוגי מקום במסעדה האהובה עלינו וכשהגענו למסעדה כמובן שהתרגשנו מאוד והזמנו הרבה מנות כדי לפצות הזמן הזה שלא אכלנו ואני אכלתי מכל מנה ומנה מרוב ההתרגשות אותו ערב מכך שהייתי כבר שבעה מהאוכל הקאתי במסעדה התביישתי נורא והבן זוג שלי נהיה אדום ממש מרוב מבוכה כמובן שהרבה אורחים עזבו המקום היה להם נעים לשבת ואני ידעתי לעשות עצמי הלכתי לשירותים לשטוף פנים הבן זוג שלי בינתיים עזר לצוות לנקות האזור ישיבה שלנו ואחת העבודות החליקה מהקיא היא התחילה לבכות ואמרה שהיא חייבת ללכת הביתה שהצוות לאותו ערב הצטמצם במסעדה וגם הרבה לקוחות עזבו המקום המנהל משמרת ממש זעם והיה נחמד כלפינו וביקש שנעזוב המקום במידי הצענו העזרה שלנו והתנצלנו המנהל סירב וביקש שנעזוב שחזרנו הביתה חשבנו לעצמנו שנכון עשינו פאדיחות אבל הגיע לנו לקבל היחס הזה בסופו דבר הדברים האלה יכולים לקרות לכל אחד החלטנו שלא מגיע להם שנלך אליהם יותר ויום למחר כבר התגעגענו והזמנו מקום שוב לשבוע לאחר מכן,f
143,"בחודש מרץ כאשר הקורונה התחילה להתפשט בארץ הטיסה שלי ושל אמא שלי לבודפשט התבטלה לכן כאשר הודיעו בחודש אוקטובר ממש בין הסגרים שניתן לטוס לחו""ל אני ואמא שלי כמעט ולא חשבנו פעמיים והזמנו טיסה לסרביה ימים הטיסה הייתה יום למחרת סרביה הייתה אחת ממעט המדינות שאיפשרו לתיירים להגיע אליהן ללא צורך בבידוד היה לנו היום להתארגן לטיסה מכיוון שהטיסה הייתה בערב שאמנם הפסדנו יום אבל לפחות היה מספיק זמן להתארגנות לקראת הטיסה כאשר הגענו לנתב""ג הוא היה מפוצץ נראה שעוד הרבה אנשים היו ספונטניים כמונו רוב האנשים שמרו ההנחיות היו מסיכה ושמרו מרחק אחד מהשני במטוס כמובן כבר היה אין מספיק מקום לשמירת מרחק אחד מהשני הגענו לבלגרד בירת סרביה בערך בשעה ולא היה יותר מידי לעשות היה כבר מאוחר התארגנו מהר במלון ויצאנו לטייל קצת בעיר היה הבדל ניכר בגישה לקורונה בישראל לבין הגישה לקורונה בסרביה היו המון אנשים ברחוב ורק חלקם היו מסיכות יום למחרת קמנו ישבנו בבית קפה קצת והתחלנו היום עברנו דרך כיכר הרפובליקה המבצר בלגרד ואל פארק קאלמגדן שנמצא מסביב למבצר הנוף היה מדהים לארוחת צהרים אכלנו צוואפ תמיד כשאני טסה לחו""ל אני משתדלת לטעום המאכלים המקומיים המשכנו לטייל קצת באזור כיכר הרפובליקה וחזרנו למלון להתארגנות לקראת הערב בערב יצאנו לבר מקומי האווירה הייתה ממש טובה והייתה הרגשה כאילו הקורונה קיימת נראה שהמקומיים מאוד שמחו שארצם נפתחה לתיירות ביום השלישי פתחנו הבוקר בבית קפה מקומי קפה ופאי דובדבנים שחורים הלכנו לקתדרלה האורתודוקסית סנט מיכאיל ולאחר מכן הלכנו לכנסיית סנט סאבה אחר הצהריים בילינו באזור סקאדרליה נהגו אמנים ואנשי רוח לגור להיפגש לבלות ולצייר במהלך סוף המאה ותחילת המאה ראינו מספר גלריות נחמדות ומעניינות ביום האחרון הטיסה שלנו הייתה בשעות הצהריים לכן היה לנו הרבה זמן לטייל הלכנו לראות הארמון הישן שכיום הוא בניין העירייה טיילנו מעט במרכז העיר אכלנו ארוחת צהרים ונסענו לכיוון שדה התעופה אמנם היינו הרבה זמן בסרביה ולא יצאנו מחוץ לעיר אבל עדיין נהננו מאוד חווית ובת טסנו לחו""ל ביחד בעולם ללא קורונה כנראה שסרביה הייתה המדינה הראשונה אליה הייתי רוצה לטוס אבל אני מאוד שמחה שטסתי לסרביה מדינה יפיפייה ומעניינת",f
144,הסיפור מספר החוויה שלי כשעזבתי העבודה הקודמת לפני כחצי שנה עבדתי בעבודה הראשונה שלי אחרי שהשתחררתי מהצבא ליתר דיוק שנים אחרי שסיימתי השירות הצבאי שלי בעבודה הייתי המקור ידע הגדול לכולם בשלב מסוים אחרי שכל החברים עזבו היה מקום לקבל אנשים חדשים אליי ולא הייתה מוטיבציה לעזור לקראת סיום הזמן שלי בעבודה הודעתי למנהל הישיר שאני מתפטר והצבתי עובדה שבעוד חודש חוק אני עוזב המנהל הישיר שלי קיבל ההודעה בצורה יפה הוא טען שאני אנוכי שלא הודעתי שאני מחפש עבודה חדשה שלא יהיה מספיק זמן לחפיפה והודיע שמכתב המלצה ממנו אני אקבל כמובן שכעסתי ונפגעתי ממנו אני והמנהל הישיר שלי עברנו המון ביחד בעבודה מלשבת לבירה אחרי העבודה ועד לתרגילים צבאיים בצפון בשטח לשעות הלילה אני והוא מיותר לציין שהוא ראה הצד שלו במהלך החודש הרגשתי שמחפשים אותי בכל פינה נותנים אפשרות בין לצאת מוקדם להגיע מאוחרבגלל סיבות כאלה ואחרות ובכלל מאוד קצרים איתי לקחתי המנהל שלי לשיחה והודעתי שבצורת התנהגות שלו הוא הורס חוויה שנים שנים הללו עיצבו אותי למי שאני היום אפילו פרידה שקלתי לעשות שהיה מאוד מקובל לעשות במקום העבודה אחת כמה וכמה לאחר פרק זמן כזה ארוך שיגידו השנים היפות החיים לאחר השיחה איתו ולאחר שהבהרתי שלא הייתי בטוח שאני מתקבל למקום העבודה החדשה דברים החלו להשתפר הרגשתי קצת יותר בנוח איתו לדבר העבודה החדשה וסוף סוף הרגשתי שהוא מקבל שהחלטתי ימים עברו אנשים שאלו אותי לאן ומה אני הולך לעשות ובאחד הצוותים המנהל צוות פנה אליי ושאל אותי האם אני פתוח עדיין לשמוע הצעות עבודה חדשות הגיע הטוויסט והשיקול הכי גדול קצת רקע העבודה החדשה שקיבלתי הגיע מהחבר הכי טוב שלי למשרה שלא הייתה מובנית מאליו שאתקבל אליו מכיוון שהם דרשו ניסיון בפועל ולי היה אבל בגלל שהוא מאוד מוערך בחברה ושם השם שלו עליי החליטו לתת הזדמנות חשוב לדעת להמשך הסיפור אחרי שהמנהל מהצוות אחר הציע העבודה התחלתי לשקול אותה בכל זאת לעבור לתפקיד חדש באותה חברה שעבדתי שנים היה משהו מאוד מפתה ומבטיח דיברתי חברי והוא קיבל בצורה טובה שזה מאוד לגיטימי והגיוני מאחר והוא סיכן שמו עבורי והם שכבר חתמו איתי חוזה היה מתקבל בעין יפה אצלם הלחץ התגבר מכיוון שהימים עוברים ההצעה המנהל מהעבודה הישנה עדיין עמדה והחוזר עמד להכנס לתוקף ידעתי לעשות לאחר התייעצויות רבות המנהל הישיר שלי המשפחה ועם עצמי החלטתי שמקום חדש יוכל לרענן אותי ולהכניס מוטיבציה שאם נאמר האמת הייתה מאוד חסרה התחלתי העבודה החדשה ביום הראשון כבר פינקו אותי בהמון מתנות בלפטופ מסך שולחן וכיסא למשרד בבית ועוד סכום גבוה כסף שאקנה איתו שרק ארצה עבור המשרד אני הייתי בעננים ההבדלים בין החברה הקודמת לחברה החדשה היו בפעם ומאוד ניכרים לעיני המשפחה והחברים היום אני שמח ההחלטה הזאת שלא ויתרתי לעצמי ויצאתי מהאיזור הנוח שלי שאמליץ לכל אחד שיתקל באותו שיקול כמו שאני נתקלתי,m
